idx,t_us,red,ir,green,finger,rb_used,flags
61846,967347605,143080,164308,0,1,0,0
61847,967363230,143080,164308,0,1,0,2
61848,967378855,142925,164630,0,1,1,0
61849,967394480,143083,164401,0,1,0,0
61850,967410105,143083,164401,0,1,0,2
61851,967425730,142962,164651,0,1,1,0
61852,967441355,143079,164460,0,1,0,0
61853,967456980,143079,164460,0,1,0,2
61854,967472605,143079,164460,0,1,0,2
61855,967488230,142972,164685,0,1,1,0
61856,967503855,143073,164529,0,1,0,0
61857,967519480,143028,164562,0,1,0,0
61858,967535105,143028,164562,0,1,0,2
61859,967550730,143028,164562,0,1,0,2
61860,967566355,143028,164562,0,1,0,2
61861,967581980,143003,164802,0,1,1,0
61862,967597605,143066,164674,0,1,0,0
61863,967613230,143066,164674,0,1,0,2
61864,967628855,143034,164867,0,1,1,0
61865,967644480,143082,164744,0,1,0,0
61866,967660105,143082,164744,0,1,0,2
61867,967675730,143082,164744,0,1,0,2
61868,967691355,143092,164834,0,1,1,0
61869,967706980,143142,164727,0,1,0,0
61870,967722605,143071,164801,0,1,0,0
61871,967738230,143071,164801,0,1,0,2
61872,967753855,143071,164801,0,1,0,2
61873,967769480,143071,164801,0,1,0,2
61874,967785105,143171,164912,0,1,1,0
61875,967800730,143199,164784,0,1,0,0
61876,967816355,143199,164784,0,1,0,2
61877,967831980,143101,164739,0,1,1,0
61878,967847605,143065,164566,0,1,0,0
61879,967863230,143065,164566,0,1,0,2
61880,967878855,143065,164566,0,1,0,2
61881,967894480,142989,164492,0,1,1,0
61882,967910105,142991,164399,0,1,0,0
61883,967925730,142991,164362,0,1,0,0
61884,967941355,142991,164362,0,1,0,2
61885,967956980,142991,164362,0,1,0,2
61886,967972605,142991,164362,0,1,0,2
61887,967988230,142968,164406,0,1,1,0
61888,968003855,142949,164352,0,1,0,0
61889,968019480,142949,164352,0,1,0,2
61890,968035105,142952,164401,0,1,1,0
61891,968050730,142922,164375,0,1,0,0
61892,968066355,142922,164375,0,1,0,2
61893,968081980,142922,164375,0,1,0,2
61894,968097605,142962,164351,0,1,1,0
61895,968113230,142901,164357,0,1,0,0
61896,968128855,142770,164344,0,1,0,0
61897,968144480,142770,164344,0,1,0,2
61898,968160105,142770,164344,0,1,0,2
61899,968175730,142770,164344,0,1,0,2
61900,968191355,142974,164340,0,1,1,0
61901,968206980,142703,164299,0,1,0,0
61902,968222605,142703,164299,0,1,0,2
61903,968238230,143082,164325,0,1,1,0
61904,968253855,142632,164344,0,1,0,0
61905,968269480,142632,164344,0,1,0,2
61906,968285105,142632,164344,0,1,0,2
61907,968300730,143208,164360,0,1,1,0
61908,968316355,142538,164393,0,1,0,0
61909,968331980,142538,164393,0,1,0,2
61910,968347605,142538,164393,0,1,0,2
61911,968363230,142538,164393,0,1,0,2
61912,968378855,142931,164709,0,1,1,0
61913,968394480,143036,164525,0,1,0,0
61914,968410105,143036,164525,0,1,0,2
61915,968425730,143036,164525,0,1,0,2
61916,968441355,143009,164746,0,1,1,0
61917,968456980,143056,164576,0,1,0,0
61918,968472605,143056,164576,0,1,0,2
61919,968488230,143014,164780,0,1,1,0
61920,968503855,143036,164607,0,1,0,0
61921,968519480,143036,164607,0,1,0,2
61922,968535105,143010,164792,0,1,1,0
61923,968550730,143066,164640,0,1,0,0
61924,968566355,143066,164640,0,1,0,2
61925,968581980,143066,164640,0,1,0,2
61926,968597605,143066,164640,0,1,0,2
61927,968613230,143066,164640,0,1,0,2
61928,968628855,143047,165026,0,1,1,0
61929,968644480,143463,164261,0,1,0,0
61930,968660105,143463,164261,0,1,0,2
61931,968675730,143051,165133,0,1,1,0
61932,968691355,143435,164245,0,1,0,0
61933,968706980,143435,164245,0,1,0,2
61934,968722605,143435,164245,0,1,0,2
61935,968738230,143088,165223,0,1,1,0
61936,968753855,143427,164238,0,1,0,0
61937,968769480,143427,164238,0,1,0,2
61938,968785105,143033,165098,0,1,1,0
61939,968800730,143283,163967,0,1,0,0
61940,968816355,143283,163967,0,1,0,2
61941,968831980,143283,163967,0,1,0,2
61942,968847605,143283,163967,0,1,0,2
61943,968863230,143283,163967,0,1,0,2
61944,968878855,142933,164338,0,1,1,0
61945,968894480,142953,164340,0,1,0,0
61946,968910105,142953,164340,0,1,0,2
61947,968925730,142902,164414,0,1,1,0
61948,968941355,142888,164425,0,1,0,0
61949,968956980,142888,164425,0,1,0,2
61950,968972605,142945,164334,0,1,1,0
61951,968988230,142981,164368,0,1,0,0
61952,969003855,142981,164368,0,1,0,2
61953,969019480,142970,164387,0,1,1,0
61954,969035105,142967,164423,0,1,0,0
61955,969050730,142967,164423,0,1,0,2
61956,969066355,143013,164370,0,1,0,0
61957,969081980,143013,164370,0,1,0,2
61958,969097605,143013,164370,0,1,0,2
61959,969113230,143013,164370,0,1,0,2
61960,969128855,142902,164346,0,1,1,0
61961,969144480,143083,164344,0,1,0,0
61962,969160105,143083,164344,0,1,0,2
61963,969175730,142903,164382,0,1,1,0
61964,969191355,143144,164396,0,1,0,0
61965,969206980,143144,164396,0,1,0,2
61966,969222605,142907,164437,0,1,1,0
61967,969238230,143267,164431,0,1,0,0
61968,969253855,143267,164431,0,1,0,2
61969,969269480,143267,164431,0,1,0,2
61970,969285105,143267,164431,0,1,0,2
61971,969300730,143267,164431,0,1,0,2
61972,969316355,142411,164559,0,1,1,0
61973,969331980,142969,164739,0,1,0,0
61974,969347605,142969,164739,0,1,0,2
61975,969363230,142376,164623,0,1,1,0
61976,969378855,142976,164801,0,1,0,0
61977,969394480,142976,164801,0,1,0,2
61978,969410105,142976,164801,0,1,0,2
